280	2.08
288	4.17
290	12.92
295	19.38
300	25.63
305	30.00
332	36.25
363	40.00
380	43.33
400	47.08
427	50.00
449	51.04
473	50.00
500	45.83
534	40.00
566	35.00
598	30.00
600	29.38
634	25.00
673	20.00
700	17.29
722	15.00
756	12.50
790	10.00
800	9.38
850	6.67
900	3.75
